,question,model_answer,true_answer
16789,capable is the opposite of unusual,No,No
16790,take course has a subevent of smile,No,No
16791,sweaters usually recieves an action of melted,No,No
16792,write poem is motivated by a goal of lazy,No,No
16793,painting picture has a subevent of kiss,No,No
16794,candida albicans is part of candidiasis,Yes,Yes
16795,visiting other countries has a prerequisite of passport,Yes,Yes
16796,printing on printer usually causes heart attacks,No,No
16797,song is usually used for wrapping gift in,No,No
16798,fresh vegetables is usually located at market,Yes,Yes
16799,watch film has a prerequisite of go to theater,Yes,Yes
16800,berries has follicals,No,No
16801,go to work is motivated by a goal of cook food,No,No
16802,jogging usually causes shin splints,Yes,Yes
16803,do housework has a prerequisite of go for interview,No,No
16804,winch is part of lever,No,No
16805,get contract has a subevent of make money,Yes,Yes
16806,superset is the opposite of subset,Yes,Yes
16807,kitchenette is part of apartment,Yes,Yes
16808,church is usually used for worship,Yes,Yes
16809,getting clothes dirty causes desire of wash clothes,Yes,Yes
16810,post note is usually located at park,No,No
16811,beaumont is part of operating system,No,No
16812,lead entails boo,No,No
16813,serving customers usually causes stress,No,No
16814,frozen water has a property of weird,No,No
16815,child is usually located at volcano,No,No
16816,advertisements is usually located at tree,No,No
16817,grocery shop has a prerequisite of make list,Yes,Yes
16818,pennies is usually located at pocket,Yes,Yes
16819,michaelmas is part of september,Yes,Yes
16820,run out of steam has a subevent of give hug,No,No
16821,clean clothes has a last subevent of take bow,No,No
16822,tablespoon is usually located at fruit,No,No
16823,playing baseball causes desire of stand in queue,No,No
16824,epicanthus is part of eye,Yes,Yes
16825,agreeing with has a subevent of shaking hand,Yes,Yes
16826,air conditioner is usually located at house,Yes,Yes
16827,folding chair is usually used for sitting,Yes,Yes
16828,bronchial artery is part of lung,Yes,Yes
16829,city is usually used for businesses,Yes,Yes
16830,art is distinct from work,No,No
16831,bathe has a subevent of will get clean,Yes,Yes
16832,george bush is capable of lie,Yes,Yes
16833,traveling has a subevent of party,No,No
16834,waiting tables usually causes have less money,No,No
16835,tying shoelace has a subevent of think,No,No
16836,silencer is part of manitoba,No,No
16837,armed forces day is part of whole,No,No
16838,quarter is part of hundredweight,Yes,Yes
16839,gore is part of dill,No,No
16840,turn is distinct from lead,No,No
16841,parana is part of lip,No,No
16842,uncle is usually located at house,Yes,Yes
16843,vane is part of nose,No,No
16844,sign contract has a last subevent of burp,No,No
16845,disk is usually used for storing data,Yes,Yes
16846,loving else has a subevent of oxygenate blood,No,No
16847,tell many people about has a prerequisite of deception,No,No
16848,tickling has a subevent of laughing,Yes,Yes
16849,new is the opposite of import,No,No
16850,discovering truth usually causes more sadness,Yes,Yes
16851,christmas causes desire of buy presents,Yes,Yes
16852,go on strike has a prerequisite of luck,No,No
16853,answering questions is usually used for professor,No,No
16854,mercedario is part of argentina,Yes,Yes
16855,antiquity is part of micron,No,No
16856,clerk is capable of stock shelves,Yes,Yes
16857,vegetarians is not capable of believe god exists,No,No
16858,after is the opposite of before,Yes,Yes
16859,wait tables has a prerequisite of get sewing machine,No,No
16860,crankcase is part of flower,No,No
16861,playing football usually causes get hurt,Yes,Yes
16862,computing sum has a prerequisite of drive,No,No
16863,carpospore is part of red algae,Yes,Yes
16864,homeless person is usually located at homeless shelter,Yes,Yes
16865,direct is the opposite of underpay,No,No
16866,shoes is usually located at table,Yes,Yes
16867,fast food is usually located at office,No,No
16868,emergency room is usually located at hospital,Yes,Yes
16869,whitehorse is part of brain,No,No
16870,going to sleep usually causes burning of calories,No,No
16871,traveling has a subevent of run,No,No
16872,broken umbrella causes desire of repair umbrella,Yes,Yes
16873,have haircut has a subevent of fall asleep,No,No
16874,earning living has a prerequisite of brainstorm,No,No
16875,kolonia is part of gunsight,No,No
16876,having friends over has a subevent of conversation,Yes,Yes
16877,spoon is usually used for transportation,No,No
16878,finding information has a subevent of make wonderous,No,No
16879,holy of holies is part of tabernacle,Yes,Yes
16880,student desires peaceful sleep,No,No
16881,laser is usually located at laboratory,Yes,Yes
16882,deal drugs has a prerequisite of vacuum floors,No,No
16883,kyyiv is part of ukraine,Yes,Yes
16884,dawson is part of yukon,Yes,Yes
16885,get arrested has a prerequisite of punch policeman,Yes,Yes
16886,arc is part of string,No,No
16887,dresser is usually located at house,Yes,Yes
16888,curiosity causes desire of judge,No,No
16889,apartment building has several residential units,Yes,Yes
16890,compute sum has a subevent of have total,Yes,Yes
16891,caudate nucleus is part of argentina,No,No
16892,having friends over has a subevent of work with shopping list,No,No
16893,condom is usually used for preventing pregnancy,Yes,Yes
16894,buffing wheel is part of buffer,Yes,Yes
16895,little is the opposite of much,Yes,Yes
16896,have physical exam has a subevent of taking off clothes,Yes,Yes
16897,wanting to pass class causes desire of procreate,No,No
16898,dress nice is motivated by a goal of special occasion,Yes,Yes
16899,nehemiah is part of hagiographa,Yes,Yes
16900,people has eyes,Yes,Yes
16901,committing to memory usually causes learning,Yes,Yes
16902,have party has a last subevent of get drunk,No,No
16903,router is usually located at refrigerator,No,No
16904,mechanic is capable of marry each other,No,No
16905,buy presents has a prerequisite of go to mall,Yes,Yes
16906,music is capable of age well,No,No
16907,obstructing justice has a subevent of get arrested,Yes,Yes
16908,debate politics has a prerequisite of talk to another person,Yes,Yes
16909,enemy is capable of die horribly,Yes,Yes
16910,sane is the opposite of valuable,No,No
16911,key is usually used for close,Yes,Yes
16912,shoelace is part of federal trade commission,No,No
16913,play violin has a prerequisite of find violin,Yes,Yes
16914,letter is part of correspondence,Yes,Yes
16915,obesogenic is the opposite of old,No,No
16916,unenviable is the opposite of negative,No,No
16917,check vital signs has a subevent of dance,No,No
16918,kilobit is part of megabit,Yes,Yes
16919,ashkhabad is part of turkmenistan,Yes,Yes
16920,gifts is usually located at at hotel,No,No
16921,need to go somewhere causes desire of have friends over,No,No
16922,children is capable of take bus,No,No
16923,insemination is part of sexual intercourse,Yes,Yes
16924,fort ticonderoga is part of american revolution,Yes,Yes
16925,tampon is usually located at pocket,No,No
16926,improve image has a subevent of kneading,No,No
16927,orchestra pit is usually used for cutting,No,No
16928,pluto is usually located at toy box,No,No
16929,step chair is usually located at house,Yes,Yes
16930,nice looking cars is usually located at car show,Yes,Yes
16931,mouthwash is usually located at closet,No,No
16932,decrement is the opposite of increment,Yes,Yes
16933,person desires students to learn,No,No
16934,olecranon is part of typewriter keyboard,No,No
16935,child is capable of place puzzle piece,Yes,Yes
16936,having asthma attack usually causes panic,Yes,Yes
16937,sugar has a property of bad for diabetic person,Yes,Yes
16938,car is part of airship,Yes,Yes
16939,test car has a prerequisite of use water,No,No
16940,graphite pencil is usually used for wrestle on,No,No
16941,holiday shop has a prerequisite of go to lecture hall,No,No
16942,cork is part of wine bottle,Yes,Yes
16943,scattering is part of south,No,No
16944,new forest is part of caribbean,No,No
16945,cashier is usually located at supermarket,Yes,Yes
16946,dining room is usually located at corner of two streets,No,No
16947,score homer has a prerequisite of swing.l,Yes,Yes
16948,playing football is usually used for making copy,No,No
16949,depressed person is usually located at pschiatric hospital,Yes,Yes
16950,needing computer program causes desire of stop car,No,No
16951,key west is part of florida,Yes,Yes
16952,toilet is part of europe,No,No
16953,hangers is usually located at closet,Yes,Yes
16954,do exercises has a prerequisite of relax,No,No
16955,people is capable of involve reunions between sisters,No,No
16956,fungus is usually located at airport,No,No
16957,bathtub is usually used for labor,No,No
16958,iowa is part of midwest,Yes,Yes
16959,saida is part of lebanon,Yes,Yes
16960,driveway is usually located at front of house,Yes,Yes
16961,enjoy film has a prerequisite of get in car,No,No
16962,spray is usually located at suface of moon,No,No
16963,cook has a last subevent of cash in chips,No,No
16964,have bath has a subevent of get clean,Yes,Yes
16965,bath usually recieves an action of found in bathroom,Yes,Yes
16966,take break has a subevent of relax,Yes,Yes
16967,listen to radio has a prerequisite of plug in,Yes,Yes
16968,roman empire is part of maine,No,No
16969,going into trance has a subevent of close eyes,Yes,Yes
16970,high rise is usually located at city,Yes,Yes
16971,computers is usually used for do simulation,Yes,Yes
16972,bark is part of vermont,No,No
16973,transit ticket is usually located at pocket,Yes,Yes
16974,playing poker usually causes stimulation,No,No
16975,prophets is part of blouse,No,No
16976,dover is part of malaysia,No,No
16977,person desires solve problems,Yes,Yes
16978,take away entails leave,Yes,Yes
16979,flame has a property of hot,Yes,Yes
16980,clock is usually located at water,No,No
16981,dictionaries is usually located at library,Yes,Yes
16982,find information has a prerequisite of do research,Yes,Yes
16983,dancing is usually used for flirting,Yes,Yes
16984,chocolate is usually located at outerspace,No,No
16985,stamps is usually located at desk,Yes,Yes
16986,expressing how funny has a subevent of laughing,Yes,Yes
16987,living room is usually used for watching tv,Yes,Yes
16988,ball is usually located at sport,Yes,Yes
16989,person desires save money,Yes,Yes
16990,speed has a property of loud,No,No
16991,top is the opposite of explode,No,No
16992,applying for job usually causes rejection,Yes,Yes
16993,candle usually recieves an action of lit,Yes,Yes
16994,listening usually causes pain for,No,No
16995,exercising is usually used for keeping fit,Yes,Yes
16996,machine is usually used for record messages,Yes,Yes
16997,go to gym is motivated by a goal of muscle,Yes,Yes
16998,lens is part of optical instrument,Yes,Yes
16999,person desires laugh,Yes,Yes
17000,finger is usually used for burn wood,No,No
17001,fungus is usually located at supermarket,No,No
17002,committing to memory usually causes feeling guilty,No,No
17003,marrow is part of lasso,No,No
17004,olympus is part of cheese,No,No
17005,lawyers is capable of object in court,Yes,Yes
17006,nagoya is part of honshu,Yes,Yes
17007,venae interlobulares hepatis is part of liver,Yes,Yes
17008,yoyo is usually located at toy shop,Yes,Yes
17009,flitch is part of side of pork,Yes,Yes
17010,point is part of alpenstock,Yes,Yes
17011,mead is usually used for getting drunk,Yes,Yes
17012,curia is part of japan,No,No
17013,viewing video usually causes see movie,Yes,Yes
17014,pilot is usually located at purse,No,No
17015,conquer opponent has a prerequisite of buy crossword puzzle book,No,No
17016,spite is usually used for communicate,No,No
17017,son is the opposite of short term,No,No
17018,canvas is usually used for wade,No,No
17019,dendrite is part of surface,No,No
17020,being dirty causes desire of clean clothes,Yes,Yes
17021,brain is part of opera,No,No
17022,nagasaki is part of disease,No,No
17023,crutch usually causes ejaculation,No,No
17024,bean bag chair is usually used for sitting in,Yes,Yes
17025,have rest has a prerequisite of relax,Yes,Yes
17026,love has a property of next to godliness,No,No
17027,program has a prerequisite of learn computer language,Yes,Yes
17028,humans has biological body,Yes,Yes
17029,extremity is part of limb,Yes,Yes
17030,centavo is part of square matrix,No,No
17031,sky is usually used for regaining energy,No,No
17032,taking walk usually causes relaxation,Yes,Yes
17033,buy food has a last subevent of pay,Yes,Yes
17034,cleaning clothes usually causes clothes cleaned,Yes,Yes
17035,puck is usually located at moon,No,No
17036,can of soda is usually used for quenching thirst,Yes,Yes
17037,bo hai is part of pericardium,No,No
17038,pennines is part of sicily,No,No
17039,playing guitar usually causes become clean,No,No
17040,lake huron is part of great lakes,Yes,Yes
17041,crayons is usually used for draw,Yes,Yes
17042,adams is part of washington,Yes,Yes
17043,bbq is usually located at backyard,Yes,Yes
17044,urethral sphincter is part of urethra,Yes,Yes
17045,go to get haircut is motivated by a goal of looking for information,No,No
17046,morning is distinct from beginning,No,No
17047,north carolina is part of carolina,Yes,Yes
17048,blowfish is usually located at tropical waters,Yes,Yes
17049,centime is part of ivory coast franc,Yes,Yes
17050,dresden is part of operating budget,No,No
17051,kiss is motivated by a goal of express yourself,No,No
17052,hearing testimony has a subevent of not working,No,No
17053,commit genocide has a subevent of smile,No,No
17054,have party has a subevent of watching football,Yes,Yes
17055,homework is part of education,Yes,Yes
17056,doll is usually used for divide things,No,No
17057,tables is usually located at resturant,Yes,Yes
17058,new computer has memory chip,Yes,Yes
17059,hoe handle is part of niger franc,No,No
17060,traffic artery is usually located at major city,Yes,Yes
17061,tell story has a subevent of move tongue,Yes,Yes
17062,bras is usually located at plate,No,No
17063,find information is motivated by a goal of love,No,No
17064,going for drive usually causes relax,Yes,Yes
17065,going to party is usually used for socializing,Yes,Yes
17066,twenty five is defined as same as 25,Yes,Yes
17067,watch television show has a prerequisite of turn on tv,Yes,Yes
17068,go jogging has a prerequisite of put on jogging suit,Yes,Yes
17069,tell story has a subevent of consume nourishment,No,No
17070,wait on tables has a subevent of planting tree,No,No
17071,fire is capable of heat homes,Yes,Yes
17072,rehearsing room is usually located at medicine cabinet,No,No
17073,viewing video has a subevent of death,No,No
17074,play soccer is motivated by a goal of save money,No,No
17075,spaghetti usually recieves an action of boiled,No,No
17076,comforting friend has a prerequisite of inhale,No,No
17077,seatbelt is usually located at fridge,No,No
17078,make bread has a subevent of heat oven,Yes,Yes
17079,radio is usually used for listening to,Yes,Yes
17080,leak entails break,Yes,Yes
17081,comb is capable of group together,No,No
17082,cent is part of birr,Yes,Yes
17083,close is the opposite of far,Yes,Yes
17084,uterine cavity is part of asia,No,No
17085,buy products is motivated by a goal of own,Yes,Yes
17086,water is usually located at enema,Yes,Yes
17087,sentence is part of paragraph,Yes,Yes
17088,makeup is usually used for get home,No,No
17089,acting in play has a prerequisite of mode of transportation,No,No
17090,uropygium is part of united states,No,No
17091,swim has a prerequisite of dive into water,Yes,Yes
17092,shipwreck is usually located at space,No,No
17093,getting drunk has a subevent of start car,No,No
17094,have physical exam is motivated by a goal of confused,No,No
17095,ecstasy causes desire of send criminal to prison,No,No
17096,keyhole is part of lock,Yes,Yes
17097,butter is usually located at living room,No,No
17098,pray has a prerequisite of love yourself,No,No
17099,basketball court is usually used for storing eyeglasses,No,No
17100,buy small has a subevent of put in pocket,Yes,Yes
17101,mean boss has a property of unhealthy,No,No
17102,deli is capable of fix collar,No,No
17103,love has a subevent of kiss,Yes,Yes
17104,person desires have enough food,Yes,Yes
17105,make patchwork quilt has a prerequisite of car,No,No
17106,cape province is part of south africa,Yes,Yes
17107,prepare for vote has a prerequisite of sleep,No,No
17108,buena vista is part of mexican war,Yes,Yes
17109,fils is part of vulva,No,No
17110,himalayas is part of india,Yes,Yes
17111,people usually recieves an action of flown in sky,No,No
17112,green is part of respiratory system,No,No
17113,cocytus is part of north carolina,No,No
17114,talk has a subevent of dress warmly,No,No
17115,hunter is capable of cover trap,Yes,Yes
17116,running for president causes desire of take bath,No,No
17117,bios is part of computer,Yes,Yes
17118,pulmonary stenosis is part of landing gear,No,No
17119,row is part of table,Yes,Yes
17120,break down usually causes crumble,Yes,Yes
17121,have pee has a prerequisite of find bathroom,Yes,Yes
17122,tell story has a subevent of remember,Yes,Yes
17123,machines is capable of fail to work,Yes,Yes
17124,room has walls,Yes,Yes
17125,consonant is distinct from remembering,No,No
17126,gas is usually used for running gas powered machines,Yes,Yes
17127,coats is usually located at closet,Yes,Yes
17128,uzbekistan is part of asia,Yes,Yes
17129,batz maru dolls is usually located at office,No,No
17130,water usually recieves an action of found in ocean,Yes,Yes
17131,commit murder has a prerequisite of buy cigarettes and lighter,No,No
17132,mine usually causes contact,Yes,Yes
17133,prolog is the opposite of irrational number,No,No
17134,season is part of pine,No,No
17135,larynx is part of canada,No,No
17136,person desires music,Yes,Yes
17137,applying for job has a subevent of type,No,No
17138,buying house usually causes take out mortgage,Yes,Yes
17139,junk is usually located at drawer,Yes,Yes
17140,abohm is part of ohm,Yes,Yes
17141,iron is usually used for pressing cloth,Yes,Yes
17142,egg is usually located at hole,No,No
17143,bottle is usually located at grocery store,Yes,Yes
17144,sing is motivated by a goal of drunk,No,No
17145,toothbrush bristle is usually located at jar,No,No
17146,sheet of paper is usually located at office,Yes,Yes
17147,tube has a property of hollow,Yes,Yes
17148,grooming is usually used for bombard,No,No
17149,accelerator is part of car,Yes,Yes
17150,churchill is part of manitoba,Yes,Yes
17151,illegally is the opposite of insufficient,No,No
17152,tape recorder is capable of prove case,No,No
17153,gardeners is capable of count money,No,No
17154,eau claire is part of wisconsin,Yes,Yes
17155,celebrating has a subevent of formal clothes worn,Yes,Yes
17156,change society has a prerequisite of take charge,No,No
17157,beautiful woman is capable of school child,No,No
17158,muscle is usually used for flexion,Yes,Yes
17159,token turnstile is usually located at university,No,No
17160,bus station is usually located at front of house,No,No
17161,trunk is usually located at car,Yes,Yes
17162,bonete is part of argentina,Yes,Yes
17163,shaded seating is usually located at rest area,Yes,Yes
17164,haleakala national park is part of hawaii,Yes,Yes
17165,people is capable of taste food,Yes,Yes
17166,buying has a subevent of protect,No,No
17167,go for drive has a prerequisite of understanding point of view,No,No
17168,machines is capable of bottle wine,Yes,Yes
17169,seine is part of france,Yes,Yes
17170,suspension is part of west,No,No
17171,santa catalina is part of candlewick,No,No
17172,aberdeen is part of american civil war,No,No
17173,parsnip is part of trap,No,No
17174,invisible is the opposite of madness,No,No
17175,hampton roads is part of virginia,Yes,Yes
17176,tepic is part of mauritania,No,No
17177,half pound is part of pound,Yes,Yes
17178,breathing is usually used for make music,No,No
17179,dive is motivated by a goal of have fun,Yes,Yes
17180,speaker is usually located at conference,Yes,Yes
17181,good is distinct from bad,Yes,Yes
17182,each hand has one thumb,Yes,Yes
17183,valenciennes is part of france,Yes,Yes
17184,heel is part of sleeve,No,No
17185,chef is capable of cool room,No,No
17186,reading magazine has a subevent of turn page,Yes,Yes
17187,friends is usually located at fraternity house,Yes,Yes
17188,mailing letter usually causes get cold,No,No
17189,having lunch has a subevent of lose touch with reality,No,No
17190,zarqa is part of jordan,Yes,Yes
17191,canterbury is part of manilkara,No,No
17192,sitting down has a prerequisite of sit on,Yes,Yes
17193,inch is part of foot,Yes,Yes
17194,black holes is usually located at backyard,No,No
17195,lamentations is part of africa,No,No
17196,playing baseball has a subevent of using money,No,No
17197,audience is usually located at supermarket,No,No
17198,cd rom is usually located at grain bin,No,No
17199,loneliness causes desire of make people laugh,Yes,Yes
17200,basketball is usually used for learning,No,No
17201,toilet is usually located at bathroom,Yes,Yes
17202,spouses is capable of branch to leaves,No,No
17203,literature is usually used for play,No,No
17204,friend is capable of grow in garden,No,No
17205,rundle is part of ladder,Yes,Yes
17206,traveling has a subevent of thrusting,No,No
17207,trees has thirty days,No,No
17208,carry on bag is usually located at airport,Yes,Yes
17209,making people laugh has a subevent of take notes,No,No
17210,musical instrument is usually used for making music,Yes,Yes
17211,falling usually causes spending money,No,No
17212,being hungry causes desire of have rest,No,No
17213,dust bunnies is usually located at bed,Yes,Yes
17214,homeschool has a prerequisite of have children,Yes,Yes
17215,spend money has a subevent of getting sick,No,No
17216,leviticus is part of old testament,Yes,Yes
17217,mullion is part of window,Yes,Yes
17218,epirus is part of christian myth,No,No
17219,gaining more land usually causes become wealthier,Yes,Yes
17220,italian restaurant is usually used for carrying groceries,No,No
17221,mojave is part of california,Yes,Yes
17222,using television has a subevent of flirting,No,No
17223,get clean has a prerequisite of take off lens cover,No,No
17224,sacral vertebra is part of germany,No,No
17225,sevilla is part of spain,Yes,Yes
17226,go to work has a subevent of commuting,Yes,Yes
17227,learn is motivated by a goal of get somewhere,No,No
17228,shipwreck is usually located at bottom of sea,Yes,Yes
17229,gila is part of arizona,Yes,Yes
17230,reading is capable of further knowledge,Yes,Yes
17231,scuba dive is motivated by a goal of make happy,No,No
17232,medical doctor is capable of hold bank account,No,No
17233,decide criminal's fate has a prerequisite of become judge,Yes,Yes
17234,visible is the opposite of pre columbian,No,No
17235,sitting on chair has a prerequisite of chair,Yes,Yes
17236,illustrate point is motivated by a goal of doesn't understand,Yes,Yes
17237,axillary artery is part of armpit,Yes,Yes
17238,text is part of publication,Yes,Yes
17239,clippers is usually used for clip grass,Yes,Yes
17240,people is capable of enter atmosphere,No,No
17241,map is usually used for finding way,Yes,Yes
17242,going to movie has a subevent of laughter,Yes,No
17243,bergen is part of norway,Yes,Yes
17244,bulldoze entails wedge,Yes,Yes
17245,ears is capable of guide blind,No,No
17246,centime is part of argo,No,No
17247,have party has a subevent of lessening of inhibitions,Yes,Yes
17248,doctors is capable of give physical examinations,Yes,Yes
17249,pilot is usually located at cockpit,Yes,Yes
17250,whoa is the opposite of depart,No,No
17251,get money from has a last subevent of thank,Yes,Yes
17252,leicester is part of leicestershire,Yes,Yes
17253,clouds is usually located at air,Yes,Yes
17254,boston is part of north carolina,No,No
17255,swimming is usually used for warmth,No,No
17256,road kill is usually located at shelf,No,No
17257,resting has a subevent of falling asleep,Yes,Yes
17258,argun river is part of asia,Yes,Yes
17259,claw is part of alaska,No,No
17260,have fun has a subevent of laughter,Yes,Yes
17261,score homer has a prerequisite of hit ball hard,Yes,Yes
17262,kalahari is part of south africa,Yes,Yes
17263,root cap is part of root,Yes,Yes
17264,walk has a prerequisite of take step,Yes,Yes
17265,bethink usually causes bottle to break,No,No
17266,become scuba diver has a prerequisite of study equipment,Yes,Yes
17267,national reconnaissance office is part of department of defense,Yes,Yes
17268,august is part of south africa,No,No
17269,hannibal is part of missouri,Yes,Yes
17270,going to zoo is usually used for cooling off,No,No
17271,finite is the opposite of infinite,Yes,Yes
17272,flight attendants is usually located at ditch,No,No
17273,person desires make good decision,Yes,Yes
17274,tell story has a subevent of take center stage,Yes,Yes
17275,wild spinach is part of weather map,No,No
17276,run usually causes tired,Yes,Yes
17277,advance into battle is motivated by a goal of informative,No,No
17278,having food is usually used for storage,Yes,Yes
17279,matrix is part of cartilage,Yes,Yes
17280,biloxi is part of mississippi,Yes,Yes
17281,ticket window is usually located at train station,Yes,Yes
17282,clause is part of black mustard,No,No
17283,cans has a property of bad,No,No
17284,hypophyseal stalk is part of pituitary,Yes,Yes
17285,sick person is capable of pitch penny with accuracy,No,No
17286,bible is usually located at hotel,Yes,Yes
17287,traveling has a subevent of get tips,No,No
17288,going for swim has a subevent of kind to,No,No
17289,married is the opposite of majority,No,No
17290,buy hamburger has a subevent of ask for ketchup,Yes,Yes
17291,accountant is capable of cook books,Yes,Yes
17292,killing has a subevent of bruising knuckles,No,No
17293,genip is part of hawaiian islands,No,No
17294,seven hills of rome is part of ice hockey,No,No
17295,control condition is part of experiment,Yes,Yes
17296,checking vital signs has a subevent of close eyes,No,No
17297,acoustic delay line is part of acoustic storage,Yes,Yes
17298,nicaragua is part of central america,Yes,Yes
17299,left winger is the opposite of free variable,No,No
17300,seeing exhibits usually causes have to start over,No,No
17301,president is capable of increase knowledge,No,No
17302,read newspaper is motivated by a goal of have trial,No,No
17303,curtain is usually used for making fire,No,No
17304,expressing information has a subevent of send email,Yes,Yes
17305,subway pass is usually located at purse,Yes,Yes
17306,reading is part of berkshire,Yes,Yes
17307,spend money has a prerequisite of weapons,No,No
17308,plate is usually located at cabinet,Yes,Yes
17309,buying has a subevent of inhale,No,No
17310,car is usually located at city,Yes,Yes
17311,children is capable of listen to story,No,No
17312,directors is capable of attempt escape,No,No
17313,keys is part of tripod,No,No
17314,lens is part of portugal,No,No
17315,ferment usually causes sour,Yes,Yes
17316,reading has a subevent of learning,Yes,Yes
17317,beach towel is usually located at beach,Yes,Yes
17318,fart has a subevent of cry,No,No
17319,corner cabinet is usually located at mine,No,No
17320,computing sum has a subevent of falling asleep,No,No
17321,fireplace is capable of coat house in paint,No,No
17322,big boy is capable of agree on peace treaty,No,No
17323,pocket is part of new york,No,No
17324,feeling ill causes desire of have physical examination,Yes,Yes
17325,nut is part of nut and bolt,Yes,Yes
17326,feed family has a prerequisite of repentent,No,No
17327,person is capable of fail tests,No,No
17328,seeing band has a subevent of dancing,Yes,Yes
17329,go to market has a subevent of look at painting,No,No
17330,disobey is the opposite of new,No,No
17331,computer is usually used for rush,No,No
17332,fionacat has outfield,No,No
17333,committing perjury usually causes sore muscles,No,No
17334,steak house is usually located at city,Yes,Yes
17335,person desires harmony between all,Yes,Yes
17336,lights out is part of night,Yes,Yes
17337,fighting enemy has a subevent of hitting ground,No,No
17338,buena vista is part of reciprocating engine,No,No
17339,convict suspect for crime has a prerequisite of have arrested,Yes,Yes
17340,chat with friends has a subevent of being arrested,No,No
17341,opening gift has a subevent of work as team,No,No
17342,bombs has a property of very destructive,Yes,Yes
17343,pay by credit card has a last subevent of applaud,No,No
17344,running after ball has a prerequisite of opportunity,No,No
17345,parnassus is part of greece,Yes,Yes
17346,sixties is part of old age,Yes,Yes
17347,pray has a subevent of falling down,No,No
17348,westminster abbey is usually located at london,Yes,Yes
17349,lawnmower is capable of mow lawn,Yes,Yes
17350,run after ball is motivated by a goal of rolling away from,Yes,Yes
17351,go jogging has a prerequisite of have computer,No,No
17352,stratum granulosum is part of epidermis,Yes,Yes
17353,second epistle of peter is part of new testament,Yes,Yes
17354,justice usually recieves an action of served in courtroom,Yes,Yes
17355,mansfield is part of ohio,Yes,Yes
17356,talk is motivated by a goal of say,Yes,Yes
17357,carina is part of argo,Yes,Yes
17358,agree with has a prerequisite of listen to opinions,Yes,Yes
17359,vocal cord is part of cream of tartar tree,No,No
17360,watch television show has a first subevent of turn television on,Yes,Yes
17361,sheffield is part of january,No,No
17362,person desires talented,Yes,Yes
17363,superpackage is the opposite of subpackage,Yes,Yes
17364,confusion causes desire of contemplate,Yes,Yes
17365,running after ball has a subevent of trip,Yes,Yes
17366,watching movie usually causes having good time,Yes,Yes
17367,herat is part of california,No,No
17368,run out of steam has a subevent of rest,Yes,Yes
17369,engine is part of sundial,No,No
17370,north american country is part of north america,Yes,Yes
17371,waking up in morning has a subevent of talk with dummy,No,No
17372,epilogue is part of malaysia,No,No
17373,epididymis is part of august,No,No
17374,equality for everyone is part of pula,No,No
17375,virginia is part of minnesota,Yes,Yes
17376,sew has a subevent of close eyes,No,No
17377,jericho is part of west bank,Yes,Yes
17378,antler is part of andes,No,No
17379,buildings is usually located at library,No,No
17380,understand better has a prerequisite of study,Yes,Yes
17381,bookcase is usually used for feeling good,No,No
17382,wheeler peak is part of new york,No,No
17383,languedoc roussillon is part of france,Yes,Yes
17384,everyone has unique personality,Yes,Yes
17385,scissors is usually located at funeral,No,No
17386,handle is part of burlington,No,No
17387,alcohol is usually used for play quartet,No,No
17388,buying has a subevent of get extra,Yes,Yes
17389,fireplace is part of pays de la loire,No,No
17390,moving car usually causes accident,Yes,Yes
17391,automobile is usually located at side of road,Yes,Yes
17392,medellin is part of colombia,Yes,Yes
17393,school cafeteria is usually located at school,Yes,Yes
17394,nashville is part of plymouth,No,No
17395,compete has a prerequisite of go to bank,No,No
17396,general is capable of listen to music,No,No
17397,lusitania is part of spain,Yes,Yes
17398,doorsill is part of england,No,No
17399,liberty island is part of new york,Yes,Yes
17400,resuscitate has a prerequisite of act quickly,Yes,Yes
17401,darling is part of los angeles,No,No
17402,cochlea is part of department of treasury,No,No
17403,arrow is capable of heat house,No,No
17404,passing class is usually used for indicating competence,Yes,Yes
17405,malacca is part of qatari riyal,No,No
17406,learn has a prerequisite of study,Yes,Yes
17407,pilothouse is part of cerebral cortex,No,No
17408,find lost item has a prerequisite of looking for,Yes,Yes
17409,kosher restaurant is usually located at suitcase,No,No
17410,copulate has a prerequisite of learn computer languages,No,No
17411,people is capable of consider ideas,Yes,Yes
17412,breathing has a subevent of would take bite,No,No
17413,lawn mower is usually located at garage,Yes,Yes
17414,presidents is capable of dress herself,No,No
17415,change society has a prerequisite of eliminate evil humans,Yes,Yes
17416,porch is part of house,Yes,Yes
17417,convicts is usually located at city,No,No
17418,channel is usually located at filing cabinet,No,No
17419,revolution is capable of descend slowly by hovering,No,No
17420,light usually recieves an action of found in bathroom,No,No
17421,bagel shop is usually located at new york city,Yes,Yes
17422,pierre is part of south dakota,Yes,Yes
17423,letter is part of word,Yes,Yes
17424,galvanic skin response is part of lombardy,No,No
17425,light fire has a subevent of happiness,No,No
17426,statue is usually located at park,Yes,Yes
17427,mouth is usually used for singing,Yes,Yes
17428,commensurable is the opposite of unrealistic,No,No
17429,having fun has a subevent of exercises,No,No
17430,news usually recieves an action of burned in fireplace,No,No
17431,readers is usually located at resturant,No,No
17432,plan vacation has a subevent of make reservations,Yes,Yes
17433,see band has a subevent of dance,Yes,Yes
17434,walk has a prerequisite of go to movies,No,No
17435,netherlands is part of electric toothbrush,No,No
