,top_20_predictions,prediction,prediction_probability,sentence,name
1057,"['lizard', 'snake', 'turtle', 'rodent', 'animal', 'mammal', 'bird', 'frog', 'dinosaur', 'mole', 'dog', 'monkey', 'rat', 'python', 'snail', 'insect', 'reptiles', 'spider', 'chicken', 'fish']",animal,0.03708107769489288,A tortoise is a type of <mask>,tortoise
1060,"['dinosaur', 'snake', 'dog', 'bird', 'mammal', 'cat', 'monkey', 'lizard', 'horse', 'bear', 'elephant', 'ape', 'lion', 'animal', 'shark', 'gorilla', 'predator', 'rodent', 'deer', 'wolf']",animal,0.007908972911536694,A velociraptor is a type of <mask>,velociraptor
1062,"['mouse', 'rodent', 'mice', 'mammal', 'rat', 'mole', 'rabbit', 'rodents', 'cat', 'spider', 'animal', 'insect', 'Mouse', 'squirrel', 'bird', 'ant', 'deer', 'snake', 'mammals', 'pest']",animal,0.000865094072651118,A wood_mouse is a type of <mask>,wood_mouse
1068,"['rodent', 'insect', 'snake', 'beetle', 'mole', 'ant', 'worm', 'mouse', 'mosquito', 'rat', 'lizard', 'snail', 'spider', 'frog', 'bug', 'mammal', 'animal', 'pest', 'parasite', 'slug']",animal,0.00643202243372798,A water_vole is a type of <mask>,water_vole
1071,"['rabbit', 'rodent', 'squirrel', 'deer', 'mammal', 'rat', 'snake', 'cat', 'dog', 'mouse', 'animal', 'monkey', 'horse', 'wolf', 'ant', 'bear', 'bunny', 'bird', 'rabbits', 'goat']",animal,0.0044927941635251045,A jackrabbit is a type of <mask>,jackrabbit
1072,"['dog', 'horse', 'sausage', 'animal', 'rice', 'meat', 'car', 'food', 'cow', 'tree', 'fish', 'cat', 'cheese', 'cabbage', 'grain', 'grape', 'fruit', 'goat', 'vegetable', 'bird']",animal,0.011777539737522602,A gar is a type of <mask>,gar
1074,"['dog', 'cat', 'animal', 'bird', 'rodent', 'pet', 'mammal', 'kitten', 'canine', 'horse', 'lizard', 'mouse', 'squirrel', 'rabbit', 'creature', 'monkey', 'snake', 'rat', 'human', 'fish']",animal,0.12808574736118317,A cat is a type of <mask>,cat
1079,"['bird', 'pigeon', 'butterfly', 'hawk', 'crow', 'insect', 'dove', 'eagle', 'snake', 'goose', 'fish', 'duck', 'owl', 'moth', 'bat', 'animal', 'chicken', 'bee', 'crane', 'turkey']",animal,0.004746061284095049,A bird_of_paradise is a type of <mask>,bird_of_paradise
1082,"['dog', 'animal', 'horse', 'bicycle', 'cat', 'elephant', 'human', 'vehicle', 'car', 'donkey', 'bird', 'mammal', 'walking', 'deer', 'dinosaur', 'runner', 'ant', 'pedestrian', 'camel', 'walk']",animal,0.19034215807914734,A biped is a type of <mask>,biped
1084,"['animal', 'sheep', 'horse', 'goat', 'cow', 'livestock', 'cattle', 'mammal', 'dog', 'camel', 'pig', 'deer', 'chicken', 'meat', 'dairy', 'calf', 'bird', 'buffalo', 'hog', 'bull']",animal,0.16881805658340454,A goat is a type of <mask>,goat
1088,"['insect', 'snake', 'spider', 'Scorpion', 'mosquito', 'fly', 'animal', 'ant', 'lizard', 'rodent', 'beetle', 'butterfly', 'bug', 'bird', 'frog', 'bee', 'sting', 'worm', 'pest', 'mole']",animal,0.04195966199040413,A scorpion is a type of <mask>,scorpion
1090,"['dog', 'canine', 'puppy', 'Labrador', 'cat', 'Dog', 'rabbit', 'dogs', 'wolf', 'pup', 'bull', 'boxer', 'monkey', 'breed', 'chili', 'rodent', 'animal', 'shepherd', 'rat', 'horse']",animal,0.0006092741969041526,A chihuahua is a type of <mask>,chihuahua
1092,"['animal', 'dog', 'bird', 'person', 'cat', 'clown', 'insect', 'horse', 'woman', 'human', 'snake', 'sound', 'music', 'demon', 'cow', 'child', 'wolf', 'singer', 'monster', 'female']",animal,0.08472920954227448,A screamer is a type of <mask>,screamer
1093,"['cat', 'animal', 'dog', 'pet', 'horse', 'bird', 'mammal', 'canine', 'livestock', 'wolf', 'rodent', 'pig', 'creature', 'rabbit', 'puppy', 'companion', 'monkey', 'human', 'breed', 'cattle']",animal,0.19128009676933289,A dog is a type of <mask>,dog
1097,"['bird', 'fish', 'duck', 'hawk', 'pigeon', 'butterfly', 'gull', 'turtle', 'dove', 'birds', 'crow', 'goose', 'insect', 'bat', 'cardinal', 'snail', 'crane', 'bee', 'animal', 'owl']",animal,0.0023780688643455505,A shorebird is a type of <mask>,shorebird
1098,"['sausage', 'egg', 'soup', 'penis', 'cake', 'cheese', 'pudding', 'flower', 'pyramid', 'pastry', 'potato', 'horse', 'fruit', 'dog', 'pie', 'fish', 'knot', 'animal', 'toilet', 'sandwich']",animal,0.005942466668784618,A porgy is a type of <mask>,porgy
1099,"['dog', 'puppy', 'toy', 'canine', 'cat', 'pet', 'rabbit', 'animal', 'horse', 'rodent', 'Labrador', 'pup', 'dogs', 'rat', 'breed', '...', 'kitten', 'Dog', 'mouse', 'miniature']",animal,0.0060345884412527084,A toy_poodle is a type of <mask>,toy_poodle
1102,"['seal', 'bird', 'clam', 'Seal', 'flower', 'horn', 'butterfly', 'stamp', 'knot', 'lock', 'nail', 'pearl', 'bell', 'ring', 'animal', 'snake', 'sealing', 'ornament', 'insect', 'egg']",animal,0.0016868282109498978,A harp_seal is a type of <mask>,harp_seal
1106,"['dinosaur', 'lizard', 'shark', 'bird', 'snake', 'horse', 'elephant', 'dog', 'whale', 'mammal', 'animal', 'fish', 'turtle', 'dolphin', 'dinosaurs', 'frog', 'dragon', 'cat', 'deer', 'spider']",animal,0.005696145351976156,A staurikosaur is a type of <mask>,staurikosaur
1109,"['seal', 'whale', 'dolphin', 'shark', 'mammal', 'bird', 'seals', 'fish', 'animal', 'dog', 'turtle', 'bear', 'cat', 'wolf', 'elephant', 'squid', 'duck', 'Seal', 'tuna', 'salmon']",animal,0.0014054311905056238,A harbor_seal is a type of <mask>,harbor_seal
1111,"['monkey', 'ape', 'rodent', 'squirrel', 'mammal', 'monkeys', 'bird', 'gorilla', 'python', 'snake', 'cat', 'elephant', 'animal', 'lizard', 'dog', 'mouse', 'rat', 'Monkey', 'tiger', 'rabbit']",animal,0.005673052277415991,A new_world_monkey is a type of <mask>,new_world_monkey
1112,"['rodent', 'mouse', 'bird', 'rat', 'ant', 'insect', 'cat', 'squirrel', 'mammal', 'spider', 'mice', 'monkey', 'mole', 'pigeon', 'snake', 'rabbit', 'shrew', 'lizard', 'animal', 'chicken']",animal,0.0019249006872996688,A titmouse is a type of <mask>,titmouse
1115,"['seal', 'bird', 'dolphin', 'seals', 'whale', 'mammal', 'shark', 'duck', 'turtle', 'squid', 'fish', 'elephant', 'animal', 'snake', 'bear', 'hawk', 'Seal', 'dove', 'owl', 'dog']",animal,0.0008118574041873217,A eared_seal is a type of <mask>,eared_seal
1117,"['shrimp', 'shark', 'fish', 'snail', 'crab', 'clam', 'snake', 'worm', 'turtle', 'squid', 'lobster', 'parasite', 'coral', 'lizard', 'animal', 'spider', 'shell', 'insect', 'jelly', 'mosquito']",animal,0.002867793431505561,A skeleton_shrimp is a type of <mask>,skeleton_shrimp
1125,"['bird', 'pigeon', 'goose', 'duck', 'eagle', 'fish', 'owl', 'butterfly', 'seal', 'chicken', 'rabbit', 'dog', 'crow', 'gull', 'dinosaur', 'turkey', 'dove', 'sheep', 'animal', 'birds']",animal,0.003399359993636608,A puffin is a type of <mask>,puffin
1136,"['mouse', 'rodent', 'mice', 'rat', 'spider', 'mole', 'mammal', 'insect', 'bird', 'ant', 'cat', 'squirrel', 'rabbit', 'moth', 'snake', 'rodents', 'shrew', 'animal', 'lizard', 'pest']",animal,0.0006555513828061521,A hispid_pocket_mouse is a type of <mask>,hispid_pocket_mouse
1140,"['snake', 'python', 'snakes', 'lizard', 'rat', 'rodent', 'dog', 'species', 'cat', 'spider', '...', 'animal', '</s>', 'serpent', 'Snake', 'mammal', 'wolf', 'predator', 'tree', 'mosquito']",animal,0.0007916158647276461,A timber_rattlesnake is a type of <mask>,timber_rattlesnake
1142,"['snake', 'lizard', 'fish', 'python', 'turtle', 'shark', 'frog', 'mammal', 'dolphin', 'cat', 'dog', 'dinosaur', '</s>', 'animal', 'lion', 'elephant', 'tiger', 'the', 'snakes', '.']",animal,0.011187653988599777,A african_crocodile is a type of <mask>,african_crocodile
1145,"['bird', 'snake', 'deer', 'horse', 'lizard', 'dog', 'cat', 'ant', 'cow', 'animal', 'rabbit', 'rodent', 'wolf', 'mammal', 'dinosaur', 'unicorn', 'elephant', 'insect', 'owl', 'seal']",animal,0.01937771402299404,A horned_whiff is a type of <mask>,horned_whiff
1155,"['whale', 'dolphin', 'shark', 'mammal', 'sperm', 'fish', 'whales', 'animal', 'squid', 'calf', 'seal', 'salmon', 'dinosaur', 'juvenile', 'pod', 'cow', 'elephant', 'dolphins', 'male', 'newborn']",animal,0.004614423494786024,A pygmy_sperm_whale is a type of <mask>,pygmy_sperm_whale
1156,"['fox', 'cat', 'dog', 'rabbit', 'rodent', 'wolf', 'animal', 'squirrel', 'deer', 'rat', 'predator', 'mouse', 'mammal', 'tiger', 'canine', 'snake', 'bear', 'horse', 'mole', 'lion']",animal,0.018771721050143242,A red_fox is a type of <mask>,red_fox
1158,"['snake', 'cat', 'bird', 'deer', 'lizard', 'wolf', 'rabbit', 'monkey', 'bear', 'squirrel', 'animal', 'python', 'dog', 'mammal', 'fox', 'rat', 'tiger', 'camouflage', 'horse', 'butterfly']",animal,0.02049601450562477,A mouflon is a type of <mask>,mouflon
1160,"['mammoth', 'elephant', 'mammal', 'animal', 'bear', 'dinosaur', 'wolf', 'deer', 'whale', 'horse', 'camel', 'bird', 'cow', 'gorilla', 'rodent', 'mammals', 'cat', 'tree', 'monkey', 'snake']",animal,0.057347241789102554,A woolly_mammoth is a type of <mask>,woolly_mammoth
1161,"['feather', 'bird', 'hair', 'insect', 'butterfly', 'fly', 'animal', 'feathers', 'fish', 'wing', 'flower', 'egg', 'moth', 'antenna', 'protein', 'plant', 'skin', 'seed', 'beetle', 'mosquito']",animal,0.009315889328718185,A sea_feather is a type of <mask>,sea_feather
1163,"['parasite', 'rodent', 'worm', 'insect', 'brain', 'lizard', 'snake', 'neuron', 'organism', 'fish', 'spider', 'animal', 'fungus', 'cancer', 'bacteria', 'mushroom', 'virus', 'ant', 'rat', 'dog']",animal,0.020291514694690704,A psychodid is a type of <mask>,psychodid
1164,"['gun', 'rifle', 'weapon', 'missile', 'firearm', 'horse', 'knife', 'bullet', 'arrow', 'bird', 'tree', 'snake', 'sword', 'dagger', 'spear', 'insect', 'pistol', 'grenade', 'needle', 'animal']",animal,0.004721055738627911,A bolti is a type of <mask>,bolti
1168,"['tree', 'plant', 'bird', 'flower', 'beetle', 'insect', 'lettuce', 'butterfly', 'lizard', 'snake', 'fish', 'worm', 'grape', 'fruit', 'animal', 'vegetation', 'weed', 'leaf', 'spider', 'grass']",animal,0.010105353780090809,A planarian is a type of <mask>,planarian
1169,"['horse', 'animal', 'dog', 'carriage', 'cow', 'pony', 'vehicle', 'donkey', 'mount', 'camel', 'elephant', 'saddle', 'cattle', 'cart', 'bicycle', 'livestock', 'bull', 'ox', 'goat', 'car']",animal,0.03854714334011078,A steed is a type of <mask>,steed
1170,"['wolf', 'dog', 'bear', 'deer', 'cat', 'canine', 'mammal', 'fox', 'wolves', 'predator', 'animal', 'lion', 'rabbit', 'tiger', 'horse', 'mammoth', 'seal', 'sheep', 'rodent', 'pack']",animal,0.0023196267429739237,A white_wolf is a type of <mask>,white_wolf
1171,"['snake', 'lizard', 'python', 'rodent', 'spider', 'insect', 'rat', 'worm', 'snakes', 'serpent', 'bird', 'animal', 'mole', 'mammal', 'mosquito', 'frog', 'bug', 'dog', 'plant', 'ant']",animal,0.0013926769606769085,A ground_snake is a type of <mask>,ground_snake
1172,"['bird', 'crow', 'butterfly', 'pigeon', 'moth', 'owl', 'insect', 'raven', 'cat', 'hawk', 'bee', 'fly', 'cardinal', 'rodent', 'eagle', 'birds', 'chicken', 'animal', 'monkey', 'ant']",animal,0.0017748725367709994,A magpie is a type of <mask>,magpie
1173,"['chicken', 'bird', 'poultry', 'animal', 'hen', 'goose', 'egg', 'duck', 'pig', 'pigeon', 'dog', 'horse', 'cow', 'chickens', 'pet', 'cat', 'chick', 'rabbit', 'goat', 'turkey']",animal,0.03711917623877525,A hen is a type of <mask>,hen
1177,"['lion', 'cat', 'animal', 'tiger', 'dog', 'cub', 'bear', 'mammal', 'seal', 'kitten', 'elephant', 'monkey', 'predator', 'snake', 'ape', 'wolf', 'gorilla', 'bird', 'lizard', 'prey']",animal,0.10759711265563965,A lion_cub is a type of <mask>,lion_cub
1179,"['dog', 'animal', 'insect', 'cat', 'food', 'car', 'bird', 'cheese', 'tree', 'weed', 'fish', 'flower', 'snake', 'beetle', 'horse', 'computer', 'fruit', 'vehicle', 'rodent', 'sausage']",animal,0.018492959439754486,A adder is a type of <mask>,adder
1184,"['lizard', 'snake', 'insect', 'rodent', 'mammal', 'beetle', 'spider', 'mosquito', 'bird', 'python', 'animal', 'frog', 'butterfly', 'dinosaur', 'ant', 'rat', 'dragon', 'worm', 'turtle', 'predator']",animal,0.002177976071834564,A night_lizard is a type of <mask>,night_lizard
1186,"['squirrel', 'rodent', 'bird', 'mammal', 'bat', 'monkey', 'cat', 'mouse', 'rabbit', 'rat', 'owl', 'animal', 'fox', 'snake', 'deer', 'dog', 'crow', 'shrew', 'hawk', 'butterfly']",animal,0.005013414658606052,A american_flying_squirrel is a type of <mask>,american_flying_squirrel
1188,"['beetle', 'insect', 'ant', 'mosquito', 'bug', 'spider', 'bee', 'fly', 'beetles', 'moth', 'lizard', 'bird', 'pest', 'snake', 'worm', 'animal', 'fungus', 'bat', 'butterfly', 'tree']",animal,0.0008729227702133358,A rhinoceros_beetle is a type of <mask>,rhinoceros_beetle
1189,"['insect', 'fish', 'bird', 'rodent', 'spider', 'snail', 'lizard', 'snake', 'worm', 'animal', 'shrimp', 'beetle', 'mosquito', 'crab', 'ant', 'mouse', 'mammal', 'pet', 'rat', 'frog']",animal,0.035157568752765656,A limpet is a type of <mask>,limpet
1190,"['snake', 'python', 'lizard', 'rodent', 'spider', 'rat', 'snakes', 'bird', 'insect', 'serpent', 'worm', 'chicken', 'animal', 'frog', 'fish', 'rabbit', 'turtle', 'mosquito', 'Python', 'dog']",animal,0.0010227290913462639,A chicken_snake is a type of <mask>,chicken_snake
1192,"['lizard', 'beetle', 'snake', 'insect', 'spider', 'dinosaur', 'fish', 'parasite', 'worm', 'snail', 'frog', 'bird', 'rodent', 'python', 'shark', 'bug', 'animal', 'turtle', 'ant', 'alien']",animal,0.00436308654025197,A glass_lizard is a type of <mask>,glass_lizard
1193,"['dog', 'horse', 'sheep', 'cattle', 'wolf', 'shepherd', 'canine', 'German', 'Dog', 'cat', 'breed', 'animal', 'dogs', 'bull', 'deer', 'cow', 'goat', 'fox', 'livestock', 'pet']",animal,0.0022599424701184034,A german_shepherd is a type of <mask>,german_shepherd
1197,"['snake', 'python', 'lizard', 'fish', 'coral', 'shark', 'serpent', 'worm', 'snakes', 'turtle', 'rat', 'frog', 'spider', 'shrimp', 'insect', 'rodent', 'dinosaur', 'animal', 'snail', 'bird']",animal,0.0011646829079836607,A coral_snake is a type of <mask>,coral_snake
1198,"['woman', 'person', 'female', 'dog', 'animal', 'bitch', 'girl', 'man', 'cat', 'human', 'whore', 'prostitute', 'male', 'character', 'slut', 'child', 'monster', 'women', 'horse', 'creature']",animal,0.03824753314256668,A bitch is a type of <mask>,bitch
1201,"['fish', 'shark', 'shrimp', 'worm', 'squid', 'star', 'organism', 'coral', 'insect', 'snake', 'ray', 'animal', 'crab', 'beetle', 'jelly', 'lizard', 'snail', 'algae', 'trout', 'lobster']",animal,0.006958523765206337,A starfish is a type of <mask>,starfish
1209,"['goat', 'deer', 'horse', 'sheep', 'cow', 'animal', 'camel', 'cattle', 'ant', 'elephant', 'mammal', 'buffalo', 'livestock', 'rabbit', 'ram', 'dog', 'bull', 'pig', 'calf', 'unicorn']",animal,0.020269379019737244,A goat_antelope is a type of <mask>,goat_antelope
1210,"['shark', 'fish', 'snake', 'whale', 'bird', 'dinosaur', 'elephant', 'dolphin', 'lizard', 'mosquito', 'turtle', 'crab', 'mushroom', 'monster', 'animal', 'frog', 'spider', 'python', 'mammal', 'monkey']",animal,0.013467668555676937,A giant_moa is a type of <mask>,giant_moa
1212,"['dinosaur', 'lizard', 'snake', 'shark', 'bird', 'elephant', 'mammal', 'whale', 'horse', 'fish', 'animal', 'turtle', 'dog', 'dinosaurs', 'dolphin', 'frog', 'dragon', 'spider', 'ape', 'ant']",animal,0.006711583584547043,A corythosaur is a type of <mask>,corythosaur
1213,"['dog', 'meat', 'sausage', 'chicken', 'beef', 'cow', 'rabbit', 'cat', 'horse', 'lamb', 'pig', 'soup', 'goat', 'pork', 'stew', 'animal', 'fish', 'bird', 'steak', 'food']",animal,0.014428152702748775,A chow is a type of <mask>,chow
1214,"['fish', 'shark', 'salmon', 'trout', 'squid', 'shrimp', 'snake', 'lobster', 'carp', 'tuna', 'worm', 'freshwater', 'crab', 'parasite', 'coral', 'species', 'animal', 'dolphin', 'predator', 'frog']",animal,0.0029254353139549494,A bony_fish is a type of <mask>,bony_fish
1219,"['bird', 'hawk', 'birds', 'animal', 'duck', 'pigeon', 'owl', 'turkey', 'chicken', 'crow', 'mammal', 'game', 'eagle', 'goose', 'insect', 'snake', 'rodent', 'raven', 'prey', 'species']",animal,0.005061411298811436,A game_bird is a type of <mask>,game_bird
1221,"['rodent', 'insect', 'ant', 'mole', 'beetle', 'worm', 'snail', 'rat', 'mouse', 'snake', 'bug', 'mammal', 'lizard', 'animal', 'spider', 'mosquito', 'slug', 'bird', 'pest', 'cricket']",animal,0.012251502834260464,A vole is a type of <mask>,vole
1234,"['bat', 'insect', 'bats', 'bird', 'mammal', 'moth', 'owl', 'fly', 'rodent', 'mosquito', 'hawk', 'butterfly', 'cricket', 'animal', 'spider', 'beetle', 'bug', 'bee', 'vampire', 'cat']",animal,0.0017885208362713456,A spearnose_bat is a type of <mask>,spearnose_bat
1236,"['monkey', 'rodent', 'ape', 'squirrel', 'bird', 'cat', 'dog', 'mammal', 'snake', 'animal', 'lizard', 'elephant', 'gorilla', 'monkeys', 'rat', 'python', 'human', 'mouse', 'bear', 'rabbit']",animal,0.0094281155616045,A old_world_monkey is a type of <mask>,old_world_monkey
1237,"['fish', 'bird', 'lizard', 'mammal', 'insect', 'beetle', 'worm', 'shark', 'animal', 'mosquito', 'snake', 'spider', 'dinosaur', 'dog', 'crab', 'snail', 'organism', 'turtle', 'rodent', 'butterfly']",animal,0.035188108682632446,A lagomorph is a type of <mask>,lagomorph
1238,"['dolphin', 'whale', 'mammal', 'dolphins', 'fish', 'shark', 'elephant', 'bird', 'cat', 'salmon', 'pod', 'species', 'seal', '</s>', 'whales', 'Dolphin', 'animal', 'turtle', 'dinosaur', 'frog']",animal,0.0004529377620201558,A pacific_bottlenose_dolphin is a type of <mask>,pacific_bottlenose_dolphin
1240,"['human', 'alien', 'vampire', 'Indian', 'dog', 'bear', 'elf', 'animal', 'samurai', 'humanoid', 'lizard', 'person', 'cat', 'warrior', 'dinosaur', 'wolf', 'shaman', 'man', 'horse', 'Caucasian']",animal,0.016153434291481972,A saurischian is a type of <mask>,saurischian
1243,"['animal', 'mammal', 'bird', 'human', 'insect', 'cat', 'dog', 'predator', 'organism', 'ant', 'food', 'prey', 'plant', 'rodent', 'person', 'parasite', 'creature', 'deer', 'rat', 'fish']",animal,0.3730114996433258,A omnivore is a type of <mask>,omnivore
1246,"['mouse', 'rodent', 'mice', 'rat', 'mole', 'rabbit', 'cat', 'mammal', 'bird', 'spider', 'squirrel', 'Mouse', 'moth', 'deer', 'ant', 'shrew', 'snake', 'rodents', 'animal', 'chicken']",animal,0.0006055767880752683,A red_backed_mouse is a type of <mask>,red_backed_mouse
1253,"['bird', 'duck', 'chicken', 'goose', 'fish', 'animal', 'birds', 'pigeon', 'poultry', 'mammal', 'ducks', 'rabbit', 'turkey', 'dove', 'hawk', 'insect', 'horse', 'rodent', 'deer', 'cat']",animal,0.011250064708292484,A waterfowl is a type of <mask>,waterfowl
1254,"['bat', 'insect', 'owl', 'moth', 'bird', 'mammal', 'bats', 'hawk', 'mosquito', 'cricket', 'rodent', 'vampire', 'butterfly', 'predator', 'fly', 'animal', '...', 'beetle', 'spider', 'squirrel']",animal,0.0039069983176887035,A big_brown_bat is a type of <mask>,big_brown_bat
1255,"['seal', 'bird', 'snake', 'shark', 'dolphin', 'animal', 'whale', 'mammal', 'butterfly', 'squid', 'hawk', 'duck', 'fish', 'turtle', 'Seal', 'dove', 'eagle', 'goose', 'seals', 'crow']",animal,0.0037638505455106497,A hooded_seal is a type of <mask>,hooded_seal
1256,"['fish', 'worm', 'clam', 'snail', 'shell', 'insect', 'coral', 'squid', 'crab', 'sponge', 'plant', 'frog', 'algae', 'flower', 'snake', 'animal', 'ant', 'shrimp', 'fungus', 'mushroom']",animal,0.01522479671984911,A amphipod is a type of <mask>,amphipod
1257,"['horse', 'rodent', 'dog', 'rabbit', 'deer', 'goat', 'mammal', 'rat', 'cat', 'bird', 'animal', 'cow', 'mouse', 'monkey', 'squirrel', 'fox', 'motorcycle', 'sheep', 'elephant', 'chicken']",animal,0.03135199844837189,A motmot is a type of <mask>,motmot
1261,"['bird', 'snake', 'lizard', 'dragon', 'cat', 'animal', 'dinosaur', 'fish', 'dog', 'horse', 'tiger', 'insect', 'mammal', 'wolf', 'beast', 'owl', 'creature', 'predator', 'fly', 'serpent']",animal,0.04858390614390373,A dragon is a type of <mask>,dragon
1263,"['dog', 'bird', 'cat', 'canine', 'rabbit', 'animal', 'wolf', 'puppy', 'rodent', 'pet', 'rat', 'pigeon', 'chicken', 'horse', 'fox', 'breed', 'dogs', 'squirrel', 'mammal', 'Labrador']",animal,0.007789150346070528,A bird_dog is a type of <mask>,bird_dog
1265,"['hunter', 'animal', 'predator', 'dog', 'deer', 'bird', 'person', 'human', 'wolf', 'bear', 'man', 'criminal', 'farmer', 'cat', 'fox', 'thief', 'rabbit', 'snake', 'hunting', 'horse']",animal,0.1514226347208023,A poacher is a type of <mask>,poacher
1266,"['lizard', 'snake', 'dinosaur', 'bird', 'rodent', 'fish', 'frog', 'monkey', 'mammal', 'worm', 'shark', 'rat', 'turtle', 'spider', 'dolphin', 'beetle', 'animal', 'insect', 'dog', 'elephant']",animal,0.010255369357764721,A sauropod is a type of <mask>,sauropod
1268,"['dog', 'bird', 'horse', 'sausage', 'rabbit', 'cheese', 'fish', 'cat', 'cow', 'goose', 'animal', 'chicken', 'deer', 'spider', 'goat', 'snake', 'rodent', 'wolf', 'rat', 'squirrel']",animal,0.009537816047668457,A spitz is a type of <mask>,spitz
1274,"['dog', 'canine', 'puppy', 'cat', 'Labrador', 'breed', 'dogs', 'boxer', 'horse', 'lab', 'pup', 'Dog', 'pet', 'rabbit', 'shepherd', 'rat', '...', 'Newfoundland', 'animal', 'miniature']",animal,0.0010283206356689334,A standard_poodle is a type of <mask>,standard_poodle
1276,"['duck', 'bird', 'animal', 'chicken', 'egg', 'goose', 'mammal', 'chick', 'rodent', 'baby', 'insect', 'rabbit', 'frog', 'fish', 'turtle', 'pigeon', 'ducks', 'poultry', 'dog', 'juvenile']",animal,0.08494020998477936,A duckling is a type of <mask>,duckling
1281,"['bacteria', 'algae', 'organism', 'fish', 'worm', 'sponge', 'fungus', 'cell', 'animal', 'parasite', 'shrimp', 'clam', 'snail', 'slime', 'plant', 'bacterial', 'coral', 'insect', 'jelly', 'water']",animal,0.013068155385553837,A zooplankton is a type of <mask>,zooplankton
1282,"['shark', 'fish', 'dolphin', 'sharks', 'whale', 'tuna', 'predator', 'snake', 'shrimp', 'cat', 'Shark', 'turtle', 'fin', 'seal', 'salmon', 'coral', 'tiger', 'lizard', 'animal', 'dog']",animal,0.0005371914594434202,A cat_shark is a type of <mask>,cat_shark
1283,"['bird', 'fish', 'snake', 'horse', 'dog', 'lizard', 'shark', 'animal', 'cat', 'beetle', 'shoe', 'flower', 'insect', 'egg', 'worm', 'rodent', 'dolphin', 'snail', 'spider', 'boat']",animal,0.008828407153487206,A dace is a type of <mask>,dace
1284,"['insect', 'mosquito', 'fly', 'bug', 'animal', 'bird', 'pest', 'rodent', 'beetle', 'ant', 'moth', 'lizard', 'mammal', 'flies', 'organism', 'worm', 'parasite', 'insects', 'bee', 'creature']",animal,0.04025069624185562,A mosquito is a type of <mask>,mosquito
1287,"['pig', 'cow', 'cattle', 'horse', 'dog', 'goat', 'sheep', 'animal', 'livestock', 'chicken', 'deer', 'bull', 'camel', 'bird', 'mammal', 'beef', 'calf', 'rabbit', 'hog', 'meat']",animal,0.03882579132914543,A swine is a type of <mask>,swine
1289,"['beetle', 'insect', 'bird', 'ant', 'rodent', 'worm', 'bug', 'mammal', 'tree', 'pest', 'bee', 'snake', 'animal', 'moth', 'spider', 'bat', 'fly', 'owl', 'fungus', 'beetles']",animal,0.003865164238959551,A woodborer is a type of <mask>,woodborer
1290,"['horse', 'bull', 'cattle', 'animal', 'cow', 'dog', 'deer', 'horses', 'elephant', 'buffalo', 'livestock', 'pony', 'steer', 'unicorn', 'breed', 'camel', 'donkey', 'motorcycle', 'beast', 'goat']",animal,0.014235247857868671,A bucking_bronco is a type of <mask>,bucking_bronco
1292,"['lizard', 'snake', 'python', 'frog', 'mammal', 'turtle', 'dog', 'snakes', 'fish', 'animal', 'cat', 'dinosaur', 'shark', 'bird', 'reptiles', 'rodent', 'rat', 'monkey', 'serpent', 'mole']",animal,0.003747472772374749,A alligator_lizard is a type of <mask>,alligator_lizard
1299,"['monkey', 'human', 'ape', 'animal', 'mammal', 'bird', 'dog', 'gorilla', 'elephant', 'cat', 'man', 'rodent', 'insect', 'lizard', 'tree', 'creature', 'person', 'ant', 'humanoid', 'humans']",animal,0.09307298064231873,A ape is a type of <mask>,ape
1300,"['dog', 'puppy', 'canine', 'cat', 'Labrador', 'rabbit', 'pup', 'toy', 'dogs', 'horse', 'breed', 'miniature', 'pet', 'rat', 'boxer', 'lab', 'Dog', 'rodent', 'animal', 'Newfoundland']",animal,0.0012265992118045688,A miniature_poodle is a type of <mask>,miniature_poodle
1301,"['whale', 'dolphin', 'shark', 'mammal', 'seal', 'fish', 'whales', 'elephant', 'dinosaur', 'tuna', 'dolphins', 'cow', 'salmon', 'squid', 'animal', 'sperm', 'unicorn', 'pod', 'turtle', 'calf']",animal,0.0012538424925878644,A sei_whale is a type of <mask>,sei_whale
1305,"['snake', 'snakes', 'rodent', 'python', 'lizard', 'dog', 'animal', 'rat', 'mammal', 'serpent', 'insect', 'cat', 'spider', 'Snake', 'predator', 'bird', 'creature', 'dinosaur', 'bug', '...']",animal,0.002439921721816063,A rattlesnake is a type of <mask>,rattlesnake
1306,"['fish', 'shrimp', 'crab', 'animal', 'insect', 'bird', 'snake', 'snail', 'mammal', 'shark', 'organism', 'clam', 'seafood', 'rodent', 'lizard', 'coral', 'lobster', 'mosquito', 'worm', 'shell']",animal,0.03429975360631943,A shrimp is a type of <mask>,shrimp
1307,"['bird', 'lizard', 'butterfly', 'mosquito', 'fish', 'dolphin', 'chicken', 'snake', 'goose', 'pigeon', 'duck', 'elephant', 'animal', 'frog', 'insect', 'bee', 'monkey', 'dinosaur', 'dove', 'pig']",animal,0.010565250180661678,A flamingo is a type of <mask>,flamingo
1308,"['sheep', 'goat', 'dog', 'cattle', 'horse', 'cow', 'livestock', 'animal', 'camel', 'lamb', 'deer', 'wolf', 'ram', 'shepherd', 'breed', 'mammal', 'rabbit', 'bull', 'cat', 'chicken']",animal,0.016278021037578583,A mountain_sheep is a type of <mask>,mountain_sheep
