,top_20_predictions,prediction,prediction_probability,sentence,name
491,"['dog', 'hound', 'hounds', 'greyhound', 'canine', '##dog', 'dogs', 'animal', 'shepherd', 'hunter', 'wolf', 'mammal', 'breed', 'rabbit', 'cat', 'bulldog', 'archer', '##berman', 'deer', 'horse']",animal,0.0008903197594918311,A afghan_hound is a type of [MASK].,afghan_hound
493,"['snake', 'snakes', 'scorpion', 'lizard', 'python', 'viper', 'cobra', 'insect', 'serpent', 'spider', 'reptiles', 'mammal', 'worm', 'frog', 'animal', 'bird', 'toad', 'cactus', 'lizards', 'bug']",animal,0.00037468940718099475,A pine_snake is a type of [MASK].,pine_snake
496,"['snake', 'snakes', 'python', 'lizard', 'viper', 'cobra', 'scorpion', 'serpent', 'reptiles', 'animal', 'eel', 'spider', 'venom', 'mammal', 'fish', 'alligator', 'worm', 'jaguar', 'predator', 'bird']",animal,0.00017331384879071265,A eastern_indigo_snake is a type of [MASK].,eastern_indigo_snake
497,"['deer', 'animal', 'mammal', 'elk', 'reindeer', 'game', 'livestock', 'cattle', 'horse', 'wildlife', 'wolf', 'species', 'buffalo', 'moose', 'bird', 'predator', 'cow', 'beast', 'lamb', 'animals']",animal,0.005969097372144461,A roe_deer is a type of [MASK].,roe_deer
502,"['ant', 'insect', 'ants', 'spider', 'wasp', 'bug', 'bee', 'beetle', 'insects', 'tick', 'orchid', 'moth', 'mosquito', 'pest', 'scorpion', 'butterfly', 'organism', 'animal', 'roach', 'parasite']",animal,5.6887889513745904e-05,A velvet_ant is a type of [MASK].,velvet_ant
508,"['bird', 'butterfly', 'pigeon', 'insect', 'mammal', 'parrot', 'bee', 'mosquito', 'moth', '##bird', 'primate', 'fly', 'goose', 'animal', 'canary', 'orchid', 'birds', 'cuckoo', 'chicken', 'bat']",animal,0.002769842743873596,A passerine is a type of [MASK].,passerine
515,"['computer', 'python', 'language', 'keyboard', 'synthesizer', 'robot', 'machine', 'software', 'tree', 'puppet', 'browser', 'parrot', 'library', 'graph', 'architecture', 'guitar', 'puzzle', 'television', 'animal', 'cell']",animal,0.0040823607705533504,A python is a type of [MASK].,python
518,"['pony', 'horse', 'donkey', 'dog', 'animal', 'cow', 'goat', 'cattle', 'mule', 'rabbit', 'pig', 'toy', 'sheep', 'livestock', 'tractor', 'breed', 'bicycle', 'mammal', 'racehorse', 'puppy']",animal,0.002939002588391304,A cow_pony is a type of [MASK].,cow_pony
520,"['fish', 'shrimp', 'octopus', 'seafood', 'crab', '##fish', 'lobster', 'tuna', 'oyster', 'shark', 'mollusk', 'squid', 'fishes', 'aquarium', 'animal', 'eel', 'cod', 'sponge', 'swimmer', 'insect']",animal,0.0010947604896500707,A soapfish is a type of [MASK].,soapfish
521,"['insect', 'spider', 'worm', 'animal', 'scorpion', 'mammal', 'fish', 'snake', 'bug', 'beetle', 'organism', 'slug', 'creature', 'parasite', 'ant', 'octopus', 'crab', 'wasp', 'poison', 'lizard']",animal,0.03245674818754196,A centipede is a type of [MASK].,centipede
524,"['dog', 'canine', 'greyhound', 'puppy', 'bulldog', 'hound', 'dogs', 'mammal', 'chihuahua', '##dog', 'animal', 'terri', 'shepherd', 'breed', 'cat', 'labrador', 'wolf', 'boxer', 'husky', 'hounds']",animal,0.0002443182747811079,A scotch_terrier is a type of [MASK].,scotch_terrier
525,"['fish', 'salmon', 'trout', 'seafood', 'animal', 'bird', 'eel', 'catfish', 'shark', 'mammal', 'mollusk', '##fish', 'creature', 'freshwater', 'tuna', 'oyster', 'food', 'river', 'duck', 'insect']",animal,0.004401990212500095,A salmon is a type of [MASK].,salmon
534,"['bird', 'parrot', 'pigeon', 'insect', '##bird', 'butterfly', 'birds', 'cuckoo', 'crow', 'ant', 'owl', 'wasp', 'animal', 'finch', 'turtle', 'raven', 'vulture', 'bee', 'chicken', 'heron']",animal,0.0007072955486364663,A antbird is a type of [MASK].,antbird
535,"['eagle', 'bird', 'aircraft', 'turtle', 'eagles', 'crane', 'falcon', 'condor', 'whale', 'owl', 'heron', 'airplane', 'hawk', 'raven', 'penguin', 'pigeon', 'vulture', 'shark', 'animal', 'fish']",animal,0.0019349552458152175,A kamchatkan_sea_eagle is a type of [MASK].,kamchatkan_sea_eagle
536,"['mouse', 'mice', 'mammal', 'rodents', 'rat', 'cat', 'animal', 'rabbit', 'primate', 'squirrel', 'bat', 'weasel', 'insect', 'bird', 'dog', 'bee', 'tick', 'monkey', 'predator', 'mammalian']",animal,0.008973135612905025,A harvest_mouse is a type of [MASK].,harvest_mouse
537,"['dog', 'turtle', 'bird', 'fish', 'monkey', 'rabbit', 'canoe', 'cat', 'animal', 'pigeon', 'kangaroo', 'parrot', 'butterfly', 'mammal', 'horse', 'lizard', 'deer', 'kite', 'pony', 'bicycle']",animal,0.016438638791441917,A wapiti is a type of [MASK].,wapiti
539,"['lizard', 'lizards', 'reptiles', 'dinosaur', 'turtle', 'snake', 'mammal', 'insect', 'spider', 'animal', 'scorpion', 'bird', 'worm', 'primate', 'parrot', 'mollusk', 'fish', 'monitor', 'frog', 'cactus']",animal,8.871008321875706e-05,A teiid_lizard is a type of [MASK].,teiid_lizard
541,"['horse', 'bird', 'chicken', 'pigeon', 'pig', 'tree', 'turtle', 'parrot', 'kangaroo', 'canoe', 'animal', 'donkey', 'cow', 'rabbit', 'cat', 'fish', 'car', 'monkey', 'goat', 'butterfly']",animal,0.01334188599139452,A jerboa is a type of [MASK].,jerboa
542,"['locomotive', 'sheep', 'horse', 'bird', 'elk', 'toad', 'deer', 'animal', 'horn', 'mountain', 'cattle', 'mammal', '##horn', 'fish', 'badger', 'owl', 'pigeon', 'volcano', 'beaver', 'kettle']",animal,0.023417919874191284,A bighorn is a type of [MASK].,bighorn
544,"['dog', 'animal', 'canine', 'dogs', 'mammal', 'puppy', 'greyhound', 'cat', 'pony', 'rabbit', 'breed', 'horse', 'pig', 'shepherd', 'human', 'pet', '##odle', '##dog', 'sausage', 'hound']",animal,0.0035966485738754272,A poodle is a type of [MASK].,poodle
550,"['horse', 'animal', 'stallion', 'mammal', 'livestock', 'donkey', 'breed', 'equestrian', 'pony', 'human', 'dog', 'beast', 'creature', 'animals', 'horses', 'thoroughbred', 'racehorse', 'cattle', 'goat', 'cow']",animal,0.31740978360176086,A male_horse is a type of [MASK].,male_horse
552,"['dog', 'lamb', 'mammal', 'sheep', 'bird', 'rabbit', 'cat', 'animal', 'chicken', 'cow', 'deer', 'horse', 'puppy', 'pigeon', 'cattle', 'poultry', 'pig', 'livestock', 'goat', 'hen']",animal,0.03267514333128929,A fawn is a type of [MASK].,fawn
553,"['snake', 'snakes', 'lizard', 'python', 'scorpion', 'reptiles', 'serpent', 'cobra', 'viper', 'coral', 'lizards', 'eel', 'animal', 'worm', 'fish', 'crocodile', 'spider', 'turtle', 'mammal', 'venom']",animal,0.00038585520815104246,A asian_coral_snake is a type of [MASK].,asian_coral_snake
557,"['horse', 'crossbow', 'shotgun', 'bicycle', 'sword', 'cannon', 'arrow', 'motorcycle', 'car', 'vehicle', 'firearm', 'knife', 'rifle', 'spear', 'whip', 'locomotive', 'automobile', 'dog', 'animal', 'gun']",animal,0.008798133581876755,A garganey is a type of [MASK].,garganey
562,"['bird', 'deer', 'dog', 'horse', 'pigeon', 'crow', 'elk', 'goose', 'animal', 'owl', 'cat', 'mammal', 'hawk', 'pony', 'crane', 'rabbit', 'partridge', 'sheep', 'turtle', 'wolf']",animal,0.010452153161168098,A skylark is a type of [MASK].,skylark
563,"['human', 'primate', 'person', 'man', 'animal', 'homo', 'humanoid', 'species', 'mammal', 'organism', 'bacterium', 'insect', 'hybrid', 'ape', 'monkey', 'male', 'worm', 'individual', 'ant', 'humanity']",animal,0.013001902960240841,A homo_sapiens_sapiens is a type of [MASK].,homo_sapiens_sapiens
566,"['mammal', 'mouse', 'fish', 'animal', 'crab', 'rat', 'cat', 'dolphin', 'frog', 'shark', 'otter', 'turtle', 'mice', 'squid', 'dog', 'rabbit', 'penguin', 'lizard', 'rodents', 'bird']",animal,0.06683126091957092,A sea_mouse is a type of [MASK].,sea_mouse
570,"['frog', 'snake', 'lizard', 'newt', 'turtle', 'mammal', 'fish', 'toad', 'bird', 'spider', 'bug', 'frogs', 'otter', 'catfish', 'mouse', 'snakes', 'insect', 'animal', 'lizards', 'beetle']",animal,0.0032462116796523333,A western_red_backed_salamander is a type of [MASK].,western_red_backed_salamander
571,"['animal', 'mole', 'mammal', 'fish', 'pigeon', 'ant', 'human', 'person', 'bird', 'insect', 'pig', 'slug', 'rat', 'creature', 'balloon', 'snail', 'man', 'beetle', 'spider', 'dog']",animal,0.19224140048027039,A mole is a type of [MASK].,mole
572,"['gorilla', 'primate', 'ape', 'animal', 'mammal', 'monkey', 'apes', 'kangaroo', 'elephant', 'predator', 'leopard', 'human', 'rainforest', 'mammals', 'lizard', 'penguin', 'rhino', 'wildlife', 'zebra', 'giant']",animal,0.00037288389285095036,A eastern_lowland_gorilla is a type of [MASK].,eastern_lowland_gorilla
575,"['mammal', 'insect', 'animal', 'snail', 'worm', 'sponge', 'beetle', 'gastropod', 'organism', 'parasite', 'spider', 'fungus', 'fish', 'bacterium', 'bacteria', 'bird', 'mollusk', 'lizard', 'frog', 'cancer']",animal,0.047289591282606125,A musteline_mammal is a type of [MASK].,musteline_mammal
577,"['insect', 'animal', 'bird', 'bee', 'mammal', 'ant', 'plant', 'organism', 'wasp', 'spider', 'butterfly', 'flower', 'creature', 'insects', 'bug', 'orchid', 'bees', 'fish', 'parrot', 'pest']",animal,0.15001976490020752,A bee is a type of [MASK].,bee
578,"['dog', 'greyhound', 'canine', 'puppy', 'bulldog', 'hound', 'dogs', 'chihuahua', 'animal', 'mammal', 'labrador', 'terri', '##dog', 'cat', 'husky', 'shepherd', 'boxer', 'wolf', '##berman', 'hounds']",animal,0.0003822229919023812,A sealyham_terrier is a type of [MASK].,sealyham_terrier
579,"['mammal', 'frog', 'lizard', 'animal', 'snake', 'fish', 'predator', 'spider', 'turtle', 'worm', 'bug', 'insect', 'creature', 'bird', 'newt', 'slug', 'monster', 'otter', 'shark', 'snail']",animal,0.09360586851835251,A giant_salamander is a type of [MASK].,giant_salamander
581,"['rubber', 'sponge', 'kangaroo', 'umbrella', 'plant', 'tree', 'mammal', 'volleyball', 'cactus', 'basketball', 'palm', 'beetle', 'banana', 'coconut', 'python', 'insect', 'bird', 'bat', 'animal', 'glove']",animal,0.011133636347949505,A rubber_boa is a type of [MASK].,rubber_boa
583,"['kangaroo', 'animal', 'bird', 'mammal', 'cricket', 'footballer', 'horse', 'pigeon', 'insect', 'lizard', 'athlete', 'monkey', 'cat', 'primate', 'dog', 'australian', 'cyclist', 'football', 'spider', 'cricketer']",animal,0.09769715368747711,A wallaby is a type of [MASK].,wallaby
584,"['drum', 'tree', 'car', 'bicycle', 'boat', 'balloon', 'pipe', 'shotgun', 'guitar', 'vehicle', 'instrument', 'sausage', 'toy', 'animal', 'trap', 'container', 'game', 'keyboard', 'toilet', 'dish']",animal,0.005156188737601042,A housedog is a type of [MASK].,housedog
585,"['bird', 'horse', 'pigeon', 'dog', 'animal', 'pig', 'rooster', 'parrot', 'cannon', 'shotgun', 'fish', 'goat', 'pastry', 'chef', 'cat', 'falcon', 'pirate', 'blacksmith', 'warrior', 'knife']",animal,0.02881157584488392,A guillemot is a type of [MASK].,guillemot
591,"['goose', 'bird', 'duck', 'turkey', 'dog', 'geese', 'penguin', 'pigeon', 'swan', 'crane', 'turtle', 'aircraft', 'animal', 'horse', 'reindeer', 'cuckoo', 'owl', 'blizzard', 'deer', 'chicken']",animal,0.0009562222985550761,A snow_goose is a type of [MASK].,snow_goose
594,"['beetle', 'mammal', 'bird', 'animal', 'insect', 'plant', 'tree', 'sponge', 'ant', 'flea', 'spider', 'fish', 'lizard', 'mollusk', 'bat', 'potato', 'pigeon', 'butterfly', 'worm', 'sausage']",animal,0.0361328087747097,A grampus is a type of [MASK].,grampus
595,"['bird', 'vulture', 'animal', 'pigeon', 'parrot', 'insect', 'butterfly', 'dog', 'mammal', 'lizard', 'chicken', 'crow', 'hawk', 'raven', 'creature', 'owl', 'ant', 'monkey', 'fish', 'birds']",animal,0.017102114856243134,A vulture is a type of [MASK].,vulture
597,"['mammal', 'dinosaur', '##odon', 'lizard', 'animal', 'bird', 'turtle', 'elephant', 'horse', 'shark', 'bat', 'fish', 'whale', 'primate', 'crocodile', 'insect', 'snake', 'predator', 'cat', 'dog']",animal,0.061939846724271774,A trachodon is a type of [MASK].,trachodon
601,"['fish', 'worm', 'shrimp', 'mosquito', 'coral', 'spider', 'animal', 'snake', 'snail', 'insect', 'worms', 'crab', 'shark', 'lobster', 'scorpion', 'eel', 'oyster', 'fly', 'cancer', 'mammal']",animal,0.024075189605355263,A heart_urchin is a type of [MASK].,heart_urchin
602,"['pigeon', 'dog', 'pig', 'bird', 'rabbit', 'mammal', 'animal', 'cat', 'horse', 'sheep', 'parrot', 'duck', 'rat', 'chicken', 'goat', 'insect', 'kangaroo', 'monkey', 'rooster', 'butterfly']",animal,0.02476232312619686,A dormouse is a type of [MASK].,dormouse
605,"['rat', 'mammal', 'rodents', 'rats', 'bat', 'mouse', 'cat', 'squirrel', 'animal', 'frog', 'primate', 'rabbit', 'flea', 'bird', 'insect', 'pig', 'monkey', 'mole', 'mice', 'snake']",animal,0.0008892619516700506,A wood_rat is a type of [MASK].,wood_rat
606,"['bird', 'pigeon', 'cat', 'parrot', 'monkey', 'dog', 'chicken', 'goat', 'rabbit', 'pig', 'animal', 'primate', 'deer', 'duck', 'horse', 'rooster', 'kangaroo', 'pigeons', 'owl', 'turkey']",animal,0.00514873256906867,A bonnet_macaque is a type of [MASK].,bonnet_macaque
607,"['worm', 'parasite', 'insect', 'organism', 'animal', 'bacterium', 'worms', 'bug', 'beetle', 'slug', 'tick', 'parasites', 'snail', 'mammal', 'bacteria', 'fish', 'spider', 'mollusk', 'shrimp', 'parasitic']",animal,0.023608950898051262,A tardigrade is a type of [MASK].,tardigrade
612,"['fish', 'swimmer', 'dolphin', 'shark', 'fishes', 'lizard', 'shrimp', 'mammal', 'catfish', 'mollusk', 'predator', 'swim', 'eel', 'turtle', 'freshwater', 'swimming', '##fish', 'frog', 'animal', 'snake']",animal,0.00028010160895064473,A cichlid is a type of [MASK].,cichlid
613,"['lizard', 'mammal', 'dinosaur', 'turtle', 'reptiles', 'fish', 'bird', 'frog', 'animal', 'snake', 'insect', 'toad', 'primate', 'lizards', 'catfish', 'worm', 'bat', 'crocodile', 'parrot', 'duck']",animal,0.017230289056897163,A pterodactyl is a type of [MASK].,pterodactyl
616,"['insect', '##worm', 'spider', 'worm', 'animal', 'insects', 'bird', 'fly', 'plant', 'organism', 'ant', 'moth', 'fish', 'wasp', 'weaver', 'mosquito', 'pest', 'creature', 'worms', 'mammal']",animal,0.027695322409272194,A silkworm is a type of [MASK].,silkworm
618,"['bee', 'bees', 'insect', 'wasp', 'bird', 'spider', 'ant', 'orchid', 'butterfly', 'hive', 'honey', 'hornet', 'mosquito', 'bug', 'moth', 'organism', 'mammal', 'mouse', 'animal', 'cricket']",animal,0.00018568352970760316,A africanized_bee is a type of [MASK].,africanized_bee
619,"['coral', 'shell', 'fish', 'oyster', 'gastropod', 'mollusk', 'snail', 'aquarium', 'jelly', 'crab', 'lobster', 'squid', 'sponge', 'animal', 'octopus', 'mushroom', 'turtle', 'organism', 'egg', 'seafood']",animal,0.007671082392334938,A giant_conch is a type of [MASK].,giant_conch
620,"['bird', 'animal', 'colour', 'jacket', 'coat', 'horse', 'pigeon', 'fish', 'aircraft', 'car', 'insect', 'rock', 'mammal', 'dog', 'butterfly', 'uniform', 'person', 'vessel', 'tree', 'beetle']",animal,0.03465172275900841,A grey is a type of [MASK].,grey
622,"['mammal', 'animal', 'spider', 'lizard', 'cat', 'monkey', 'worm', 'snake', 'crab', 'fish', 'insect', 'dog', 'rat', 'rabbit', 'pig', 'creature', 'primate', 'mouse', 'kangaroo', 'weasel']",animal,0.24379268288612366,A mongoose is a type of [MASK].,mongoose
624,"['insect', 'spider', 'fish', 'worm', 'beetle', 'slug', 'animal', 'mosquito', 'catfish', 'rat', 'snake', 'ant', 'bug', 'turtle', 'lizard', 'wasp', 'crab', 'potato', 'pig', 'bird']",animal,0.017686741426587105,A lumpsucker is a type of [MASK].,lumpsucker
625,"['insect', 'insects', 'bug', 'fly', 'pest', 'organism', 'ant', 'moth', 'wasp', 'beetle', 'mosquito', 'flies', 'parasite', 'butterfly', 'animal', 'cricket', 'organisms', 'spider', 'worm', '##optera']",animal,0.00015659119526389986,A homopterous_insect is a type of [MASK].,homopterous_insect
627,"['frog', 'snake', 'mammal', 'fish', 'newt', 'lizard', 'animal', 'worm', 'toad', 'bug', 'spider', 'turtle', 'catfish', 'insect', 'otter', 'bird', 'eel', 'frogs', 'snakes', 'snail']",animal,0.017502183094620705,A slender_salamander is a type of [MASK].,slender_salamander
628,"['mammal', 'rat', 'bat', 'otter', 'bird', 'animal', 'cat', 'rodents', '##rat', 'insect', 'mammals', 'owl', 'lizard', 'rabbit', 'predator', 'wolf', 'beaver', 'spider', 'snake', 'primate']",animal,0.012877041473984718,A round_tailed_muskrat is a type of [MASK].,round_tailed_muskrat
629,"['animal', 'insect', 'fish', 'worm', 'organism', 'mollusk', 'mammal', 'gastropod', 'bird', 'turtle', 'creature', 'dinosaur', 'snail', 'lizard', 'swimmer', 'shark', 'shrimp', 'organisms', 'beetle', 'parasite']",animal,0.272615909576416,A amphipod is a type of [MASK].,amphipod
630,"['bone', 'organ', 'mammal', 'sponge', 'tooth', 'fish', 'gland', 'insect', 'shell', 'antibody', 'muscle', 'tumor', 'worm', 'mollusk', 'cell', 'mouth', 'vessel', 'animal', 'skin', 'jelly']",animal,0.007329614367336035,A anapsid is a type of [MASK].,anapsid
633,"['animal', 'mammal', 'embryo', 'human', 'organism', 'pregnancy', 'egg', 'body', 'organ', 'womb', 'female', 'infant', 'cell', 'creature', 'baby', 'plant', 'tissue', 'child', 'woman', 'person']",animal,0.34047162532806396,A fetus is a type of [MASK].,fetus
634,"['goat', 'animal', 'goats', 'livestock', 'mammal', 'cattle', 'cat', 'dog', 'horse', 'cow', 'primate', 'sheep', 'donkey', 'human', 'animals', 'monkey', 'bird', 'pig', 'predator', 'deer']",animal,0.06363692134618759,A wild_goat is a type of [MASK].,wild_goat
637,"['toad', 'frog', 'snake', 'lizard', 'newt', 'frogs', 'mammal', 'bird', 'fish', 'animal', 'beetle', 'snail', 'worm', 'bug', 'insect', 'mosquito', 'duck', 'eel', 'snakes', 'reptiles']",animal,4.4804812205256894e-05,A european_toad is a type of [MASK].,european_toad
638,"['dog', 'greyhound', 'canine', 'hound', 'puppy', 'bulldog', 'dogs', 'chihuahua', 'animal', 'mammal', '##dog', 'labrador', 'husky', 'shepherd', 'wolf', 'hounds', 'terri', '##berman', 'cat', 'breed']",animal,0.00029062863904982805,A lakeland_terrier is a type of [MASK].,lakeland_terrier
641,"['chicken', 'poultry', 'bird', 'chickens', 'rooster', 'goose', 'hen', 'turkey', 'hamburger', 'cuckoo', 'duck', 'animal', 'lamb', 'hog', 'livestock', 'tick', 'meat', 'cow', 'pigeon', 'food']",animal,0.00030532441451214254,A prairie_chicken is a type of [MASK].,prairie_chicken
646,"['dog', 'mammal', 'animal', 'cat', 'canine', 'primate', 'monkey', 'rodents', 'beaver', 'deer', 'predator', 'lizard', 'squirrel', 'wolf', 'rabbit', 'weasel', 'hound', 'mouse', 'coyote', 'bird']",animal,0.224345862865448,A common_raccoon is a type of [MASK].,common_raccoon
647,"['animal', 'vessel', 'bird', 'fish', 'relationship', 'pet', 'female', 'horse', 'ship', 'dog', 'mate', 'family', 'robot', 'male', 'woman', 'person', 'car', 'mating', 'slave', 'object']",animal,0.05770418420433998,A mate is a type of [MASK].,mate
649,"['animal', 'cattle', 'horse', 'sculpture', 'cow', 'sheep', 'goat', 'livestock', 'altar', 'shepherd', 'buffalo', 'warrior', 'man', 'tree', 'fence', 'vessel', 'implement', 'stone', 'building', 'bird']",animal,0.06038600206375122,A stone_marten is a type of [MASK].,stone_marten
650,"['animal', 'mammal', 'deer', 'horse', 'bird', 'creature', 'dog', 'livestock', 'predator', 'game', 'animals', 'beast', 'goat', 'cat', 'lizard', 'mammals', 'cattle', 'human', 'bear', 'mammalian']",animal,0.7279204726219177,A deer is a type of [MASK].,deer
652,"['snake', 'snakes', 'lizard', 'scorpion', 'python', 'viper', 'cobra', 'serpent', 'reptiles', 'fish', 'worm', 'eel', 'mammal', 'animal', 'alligator', 'cactus', 'lizards', 'crocodile', 'frog', 'bird']",animal,0.00017749832477420568,A hognose_snake is a type of [MASK].,hognose_snake
653,"['insect', 'animal', 'moth', 'bird', 'organism', 'butterfly', 'ant', 'mammal', 'insects', 'creature', 'plant', 'fly', 'bug', 'beetle', 'orchid', 'spider', 'flower', 'organisms', 'bee', 'flies']",animal,0.08104907721281052,A moth is a type of [MASK].,moth
654,"['bird', 'duck', 'crow', 'goose', 'crane', 'heron', 'pigeon', 'chicken', 'aircraft', 'raven', 'animal', 'birds', 'eagle', 'dog', 'turtle', 'vulture', 'falcon', 'owl', 'parrot', '##bird']",animal,0.0014497258234769106,A stork is a type of [MASK].,stork
655,"['crab', 'monkey', 'animal', 'spider', 'lizard', 'cat', 'mammal', 'turtle', 'bird', 'primate', 'rabbit', 'lobster', 'octopus', 'insect', 'fish', 'dog', 'ant', 'snake', 'flea', 'pig']",animal,0.03773663938045502,A crab_eating_opossum is a type of [MASK].,crab_eating_opossum
656,"['scorpion', 'insect', 'spider', 'snake', 'lizard', 'ant', 'wasp', 'crab', 'sting', 'animal', 'bird', 'snail', 'mosquito', 'monkey', 'bug', 'butterfly', 'cactus', 'octopus', 'flea', 'primate']",animal,0.0021055368706583977,A false_scorpion is a type of [MASK].,false_scorpion
659,"['lamb', 'sheep', 'meat', 'chicken', 'sausage', 'beef', 'cow', 'goat', 'vegetarian', 'animal', 'pig', 'poultry', 'livestock', 'butcher', 'cattle', 'bread', 'deer', 'ham', 'stew', 'sandwich']",animal,0.00021539184672292322,A persian_lamb is a type of [MASK].,persian_lamb
665,"['otter', 'mammal', 'animal', 'wolf', 'cat', 'beaver', 'bird', 'mammals', 'predator', 'dog', 'weasel', 'fish', 'leopard', 'deer', 'creature', 'wildlife', 'turtle', 'beast', 'snake', 'owl']",animal,0.0014282658230513334,A eurasian_otter is a type of [MASK].,eurasian_otter
667,"['horse', 'animal', 'donkey', 'pony', 'mule', 'livestock', 'sheep', 'wagon', 'horses', 'tractor', 'equestrian', 'cow', 'locomotive', 'cattle', 'dog', 'camel', 'carriage', 'stallion', 'vehicle', 'pig']",animal,0.01877160742878914,A plow_horse is a type of [MASK].,plow_horse
669,"['whale', 'dolphin', 'shark', 'animal', 'mammal', 'bird', 'whales', 'fish', 'whaling', 'dog', 'seal', 'turtle', 'creature', 'vessel', 'ship', 'penguin', 'monster', 'squid', 'boat', 'predator']",animal,0.005627293139696121,A beaked_whale is a type of [MASK].,beaked_whale
673,"['dinosaur', 'lizard', 'mammal', 'animal', 'turtle', 'reptiles', 'bird', 'dinosaurs', '##aur', 'insect', 'creature', 'predator', 'primate', 'lizards', 'crocodile', 'mollusk', 'worm', 'fish', 'fossil', '##aurus']",animal,0.03556889668107033,A corythosaur is a type of [MASK].,corythosaur
675,"['pig', 'sausage', 'dog', 'chicken', 'barbecue', 'hamburger', 'cheese', 'fish', 'pork', 'dish', 'sandwich', 'meat', 'rooster', 'goat', 'hog', 'turkey', 'horse', 'pie', 'animal', 'butcher']",animal,0.006184738129377365,A porker is a type of [MASK].,porker
676,"['fish', 'shark', 'swimmer', 'ray', 'animal', 'predator', 'turtle', 'shrimp', 'dolphin', 'mammal', 'octopus', 'tuna', 'squid', 'snake', 'lizard', 'crab', 'mermaid', 'swimming', 'worm', 'swim']",animal,0.010572855360805988,A stingray is a type of [MASK].,stingray
680,"['lion', 'cub', 'mammal', 'animal', 'monkey', 'tiger', 'bear', 'cat', 'primate', 'leopard', 'dog', 'elephant', 'wolf', 'cubs', 'kitten', 'puppy', 'toy', 'lamb', 'bird', 'jaguar']",animal,0.06940536201000214,A lion_cub is a type of [MASK].,lion_cub
683,"['organ', 'shotgun', 'beetle', 'locomotive', 'vessel', 'insect', 'cell', 'animal', 'mammal', 'shell', 'spacecraft', 'cannon', 'robot', 'bird', 'computer', 'machine', 'instrument', 'ship', 'satellite', 'sponge']",animal,0.009609458968043327,A protoavis is a type of [MASK].,protoavis
684,"['deer', 'animal', 'mammal', 'elk', 'horse', 'rabbit', 'game', 'moose', 'bear', 'goat', 'wolf', 'cattle', 'lizard', 'cat', 'badger', 'reindeer', 'cow', 'livestock', 'dog', 'rhino']",animal,0.005057886708527803,A virginia_deer is a type of [MASK].,virginia_deer
685,"['dog', 'greyhound', 'puppy', 'canine', 'hound', 'bulldog', 'dogs', 'chihuahua', 'labrador', 'shepherd', 'husky', '##dog', 'breed', 'terri', 'animal', 'mammal', 'boxer', 'wolf', 'pomeranian', 'hounds']",animal,0.00023600868007633835,A kerry_blue_terrier is a type of [MASK].,kerry_blue_terrier
691,"['insect', 'mammal', 'bird', 'snail', 'fish', 'beetle', 'animal', 'gastropod', 'spider', 'sponge', 'mollusk', 'moth', 'worm', 'butterfly', 'bug', 'lizard', 'turtle', 'slug', 'ant', 'snake']",animal,0.028652649372816086,A phasianid is a type of [MASK].,phasianid
692,"['tick', 'insect', 'parasite', 'bug', 'flea', 'virus', 'bacterium', 'mosquito', 'pest', 'organism', 'pathogen', 'worm', 'bacteria', 'fly', 'disease', 'parasites', 'infection', 'animal', 'ant', 'moth']",animal,0.00023767781385686249,A sheep_tick is a type of [MASK].,sheep_tick
696,"['cat', 'dog', 'animal', 'cats', 'mammal', 'leopard', 'kitty', 'bird', 'tiger', 'lizard', 'goat', 'kitten', 'horse', 'jaguar', 'monkey', 'donkey', 'lion', 'camel', 'snake', 'parrot']",animal,0.011524686589837074,A kaffir_cat is a type of [MASK].,kaffir_cat
697,"['bird', 'fish', 'tail', 'duck', 'parrot', 'horse', 'goose', 'butterfly', 'animal', 'peacock', 'pigeon', 'catfish', 'turtle', 'lizard', 'zebra', 'deer', 'otter', 'aircraft', 'rooster', 'shark']",animal,0.011075008660554886,A broadtail is a type of [MASK].,broadtail
700,"['bird', 'pigeon', 'parrot', 'duck', 'dog', 'insect', 'butterfly', 'turtle', 'cat', 'rabbit', 'chicken', 'animal', 'lizard', 'fish', 'balloon', 'spider', 'beetle', 'owl', 'snail', 'pig']",animal,0.011495581828057766,A ladybug is a type of [MASK].,ladybug
702,"['animal', 'cat', 'bird', 'mammal', 'jaguar', 'dog', 'horse', 'leopard', 'lizard', 'tiger', 'primate', 'lion', 'monkey', 'panther', 'deer', 'elephant', 'snake', 'bear', 'parrot', 'human']",animal,0.32329773902893066,A jaguar is a type of [MASK].,jaguar
710,"['fish', 'oyster', 'seafood', 'mollusk', 'shrimp', 'octopus', '##fish', 'catfish', 'crab', 'aquarium', 'lobster', 'cod', 'salmon', 'snail', 'tuna', 'herring', 'eel', 'squid', 'animal', 'gastropod']",animal,0.001100202091038227,A oyster_fish is a type of [MASK].,oyster_fish
711,"['bird', 'turtle', 'pigeon', 'lizard', 'insect', 'animal', 'beetle', 'snail', 'wasp', 'snake', 'fish', 'butterfly', 'locomotive', 'parrot', 'vulture', 'spider', 'shell', 'mammal', 'owl', 'rocket']",animal,0.019977208226919174,A hyrax is a type of [MASK].,hyrax
